,KNN,NB,LR,SVM,DT
0,0.9420289855072463,0.9710144927536232,0.9855072463768116,0.9855072463768116,0.9130434782608695
1,0.855072463768116,0.9855072463768116,0.9710144927536232,0.9855072463768116,0.9565217391304348
2,0.7681159420289855,0.9710144927536232,0.9855072463768116,0.9855072463768116,0.9710144927536232
3,0.9855072463768116,0.9565217391304348,0.9565217391304348,0.9420289855072463,0.9565217391304348
4,0.9420289855072463,0.9710144927536232,0.9710144927536232,0.9855072463768116,0.9710144927536232
5,0.7536231884057971,0.9855072463768116,0.9855072463768116,0.9855072463768116,0.9420289855072463
6,0.6376811594202898,0.9420289855072463,0.9420289855072463,0.9420289855072463,0.9565217391304348
7,0.8840579710144928,0.9710144927536232,0.9420289855072463,0.9420289855072463,0.927536231884058
8,0.9855072463768116,0.9565217391304348,0.9855072463768116,0.9710144927536232,0.9710144927536232
9,0.927536231884058,0.9710144927536232,0.9855072463768116,0.9855072463768116,0.9565217391304348
10,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9710144927536232
11,1.0,0.9855072463768116,0.9710144927536232,0.9710144927536232,0.9420289855072463
12,0.927536231884058,0.9565217391304348,0.9420289855072463,0.9420289855072463,0.8985507246376812
13,0.9855072463768116,0.9855072463768116,1.0,1.0,0.9710144927536232
14,0.8405797101449275,0.9855072463768116,0.9855072463768116,0.9855072463768116,0.9855072463768116
15,0.8840579710144928,0.9420289855072463,0.9565217391304348,0.9565217391304348,0.9420289855072463
16,0.9130434782608695,0.9420289855072463,0.8985507246376812,0.927536231884058,0.8985507246376812
17,0.8405797101449275,0.9565217391304348,0.9130434782608695,0.9130434782608695,0.9130434782608695
18,0.7681159420289855,0.9565217391304348,0.9855072463768116,0.9710144927536232,0.9420289855072463
19,0.9130434782608695,0.9130434782608695,0.927536231884058,0.9130434782608695,0.9130434782608695
20,1.0,1.0,1.0,1.0,0.9855072463768116
21,0.9420289855072463,0.9855072463768116,0.9710144927536232,0.9855072463768116,0.9420289855072463
22,0.8115942028985508,0.8840579710144928,0.927536231884058,0.927536231884058,0.927536231884058
23,0.9565217391304348,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695
24,0.7971014492753623,0.9855072463768116,0.9855072463768116,0.9855072463768116,0.9565217391304348
25,0.8985507246376812,0.9565217391304348,0.9710144927536232,0.9565217391304348,0.8695652173913043
26,0.8840579710144928,0.9855072463768116,0.9855072463768116,0.9855072463768116,0.9565217391304348
27,0.8985507246376812,0.9565217391304348,0.9420289855072463,0.9420289855072463,0.927536231884058
28,0.927536231884058,0.9710144927536232,0.9710144927536232,0.9565217391304348,0.9420289855072463
29,0.8985507246376812,0.9565217391304348,1.0,0.9710144927536232,0.9565217391304348
30,0.927536231884058,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348
31,1.0,1.0,1.0,1.0,0.9710144927536232
32,0.7246376811594203,0.9710144927536232,0.9855072463768116,0.9855072463768116,0.9710144927536232
33,0.927536231884058,0.9420289855072463,0.9710144927536232,0.9710144927536232,0.9420289855072463
34,0.9130434782608695,0.9565217391304348,0.9710144927536232,0.9710144927536232,0.927536231884058
35,0.7536231884057971,0.9565217391304348,0.9855072463768116,0.9710144927536232,0.9565217391304348
