,0,1,2,3,4,5,6,7,8,Diagnosis
0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
1,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
2,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
3,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
4,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
6,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0
7,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
8,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0
9,3.0,1.0,1.0,3.0,8.0,1.0,5.0,8.0,1.0,0.0
10,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0
11,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0
12,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
13,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
14,4.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0
15,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
16,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
17,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
18,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
19,5.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
20,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
21,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
22,4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0
23,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
24,5.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0
25,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0
26,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0
27,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
28,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
29,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
30,8.0,4.0,4.0,5.0,4.0,7.0,7.0,8.0,2.0,0.0
31,5.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,0.0
32,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
33,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
34,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
35,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
36,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
37,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0
38,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0
39,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0
40,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,7.0,0.0
41,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0
42,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
43,8.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0
44,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0
45,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0
46,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0
47,4.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0
48,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
49,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
50,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,0.0
51,5.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
52,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
53,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
54,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
55,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
56,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
57,6.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0
58,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
59,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
60,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
61,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
62,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0
63,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0
64,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0
65,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
67,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
68,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
69,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0
70,4.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,0.0
71,3.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,0.0
72,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
73,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
74,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
75,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
76,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
77,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
78,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
79,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
80,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
81,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
82,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0
83,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
84,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
85,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
86,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
87,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0
88,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
89,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
90,5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
91,5.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
92,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0
93,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
94,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
95,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0
96,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
97,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
98,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
99,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
100,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
101,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
102,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
103,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0
104,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
105,5.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0
106,5.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
107,4.0,3.0,1.0,1.0,2.0,1.0,4.0,8.0,1.0,0.0
108,5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
109,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0
110,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
111,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0
112,5.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0
113,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0
114,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
115,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0
116,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0
117,5.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0
118,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
119,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
120,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
121,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0
122,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0
123,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
124,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
125,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0
126,5.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
127,1.0,3.0,3.0,2.0,2.0,1.0,7.0,2.0,1.0,0.0
128,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,0.0
129,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
130,5.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0
131,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0
132,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0
133,2.0,2.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0
134,5.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
135,1.0,3.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,0.0
136,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
137,3.0,1.0,1.0,1.0,2.0,2.0,7.0,1.0,1.0,0.0
138,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
139,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
140,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
141,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
142,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
143,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0
144,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
145,5.0,3.0,4.0,3.0,4.0,5.0,4.0,7.0,1.0,0.0
146,8.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0
147,6.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
148,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
149,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
150,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
151,5.0,7.0,7.0,1.0,5.0,8.0,3.0,4.0,1.0,0.0
152,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
153,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0
154,5.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0
155,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0
156,4.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,1.0,0.0
157,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
158,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
159,3.0,3.0,2.0,1.0,3.0,1.0,3.0,6.0,1.0,0.0
160,6.0,3.0,3.0,5.0,3.0,10.0,3.0,5.0,3.0,0.0
161,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
162,8.0,4.0,6.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0
163,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
164,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,0.0
165,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
166,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
167,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
168,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
169,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
170,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
171,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
172,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
173,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
174,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0
175,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
176,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
177,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0
178,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0
179,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
180,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0
181,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0
182,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
183,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
184,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
185,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
186,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
187,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
188,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
189,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0
190,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
191,6.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
192,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
193,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0
194,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
195,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
196,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0
197,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
198,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
199,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
200,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
201,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0
202,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
203,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
204,4.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0
205,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
206,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0
207,6.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
208,6.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0
209,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0
210,6.0,8.0,8.0,1.0,3.0,4.0,3.0,7.0,1.0,0.0
211,4.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0
212,1.0,1.0,1.0,1.0,2.0,10.0,3.0,1.0,1.0,0.0
213,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
214,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0
215,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
216,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0
217,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
218,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0
219,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
220,5.0,4.0,4.0,5.0,7.0,10.0,3.0,2.0,1.0,0.0
221,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0
222,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0
223,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
224,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
